index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.00129852,-77,-0.0842699,-26,-0.0303804,122,0.153067
1,10,1,0.00259704,-80,-0.0879509,-30,-0.0352883,126,0.157975
2,10,2,0.00389555,-80,-0.0879509,-23,-0.0266994,123,0.154294
3,10,3,0.00519407,-77,-0.0842699,-23,-0.0266994,134,0.167791
4,10,4,0.00649259,-78,-0.0854969,-19,-0.0217914,127,0.159202
5,10,5,0.00779111,-73,-0.079362,-23,-0.0266994,134,0.167791
6,10,6,0.00908963,-67,-0.072,-23,-0.0266994,136,0.170245
7,10,7,0.0103881,-67,-0.072,-21,-0.0242454,138,0.172699
8,11,0,0.0116867,-67,-0.072,-15,-0.0168834,144,0.180061
9,11,1,0.0129852,-58,-0.0609571,-9,-0.00952147,140,0.175153
10,11,2,0.0142837,-48,-0.0486871,-4,-0.0033865,149,0.186196
11,11,3,0.0155822,-50,-0.0511411,-5,-0.0046135,152,0.189877
12,11,4,0.0168807,-48,-0.0486871,-12,-0.0132025,159,0.198466
13,11,5,0.0181793,-46,-0.0462331,-5,-0.0046135,166,0.207055
14,11,6,0.0194778,-47,-0.0474601,-2,-0.000932515,167,0.208282
15,11,7,0.0207763,-35,-0.0327362,-5,-0.0046135,171,0.21319
16,12,0,0.0220748,-32,-0.0290552,-4,-0.0033865,182,0.226687
17,12,1,0.0233733,-31,-0.0278282,7,0.0101104,182,0.226687
18,12,2,0.0246718,-25,-0.0204663,8,0.0113374,185,0.230368
19,12,3,0.0259704,-23,-0.0180123,12,0.0162454,187,0.232822
20,12,4,0.0272689,-12,-0.00451534,21,0.0272883,187,0.232822
21,12,5,0.0285674,1,0.0114356,22,0.0285153,196,0.243865
22,12,6,0.0298659,4,0.0151166,23,0.0297423,201,0.25
23,12,7,0.0311644,15,0.0286135,24,0.0309693,210,0.261043
24,13,0,0.0324629,27,0.0433374,34,0.0432393,217,0.269632
25,13,1,0.0337615,28,0.0445644,42,0.0530552,225,0.279448
26,13,2,0.03506,34,0.0519264,50,0.0628712,223,0.276994
27,13,3,0.0363585,32,0.0494724,46,0.0579632,223,0.276994
28,13,4,0.037657,34,0.0519264,54,0.0677791,215,0.267178
29,13,5,0.0389555,42,0.0617423,53,0.0665521,210,0.261043
30,13,6,0.0402541,37,0.0556074,52,0.0653252,206,0.256135
31,14,0,0.0415526,41,0.0605153,55,0.0690061,213,0.264724
32,14,1,0.0428511,43,0.0629693,62,0.0775951,209,0.259816
33,14,2,0.0441496,54,0.0764663,65,0.0812761,209,0.259816
34,14,3,0.0454481,60,0.0838282,66,0.0825031,205,0.254908
35,14,4,0.0467466,62,0.0862822,70,0.087411,192,0.238957
36,14,5,0.0480452,65,0.0899632,73,0.091092,187,0.232822
37,14,6,0.0493437,64,0.0887362,75,0.093546,184,0.229141
