index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,13,0,0.0013024,-115,-0.130896,-42,-0.0500123,93,0.117485
1,13,1,0.00260479,-117,-0.13335,-41,-0.0487853,91,0.115031
2,13,2,0.00390719,-112,-0.127215,-37,-0.0438773,99,0.124847
3,13,3,0.00520958,-108,-0.122307,-38,-0.0451043,99,0.124847
4,13,4,0.00651198,-112,-0.127215,-40,-0.0475583,90,0.113804
5,13,5,0.00781437,-107,-0.12108,-43,-0.0512393,94,0.118712
6,13,6,0.00911677,-110,-0.124761,-45,-0.0536932,100,0.126074
7,13,7,0.0104192,-118,-0.134577,-57,-0.0684172,80,0.101534
8,13,8,0.0117216,-119,-0.135804,-49,-0.0586012,80,0.101534
9,13,9,0.013024,-107,-0.12108,-33,-0.0389693,104,0.130982
10,13,10,0.0143263,-110,-0.124761,-36,-0.0426503,101,0.127301
11,13,11,0.0156287,-115,-0.130896,-49,-0.0586012,76,0.0966258
12,13,12,0.0169311,-112,-0.127215,-45,-0.0536932,93,0.117485
13,13,13,0.0182335,-110,-0.124761,-40,-0.0475583,110,0.138344
14,13,14,0.0195359,-126,-0.144393,-48,-0.0573742,84,0.106442
15,13,15,0.0208383,-113,-0.128442,-49,-0.0586012,80,0.101534
16,14,0,0.0221407,63,0.0875092,61,0.0763681,135,0.169018
17,14,1,0.0234431,63,0.0875092,64,0.0800491,135,0.169018
18,16,0,0.0247455,57,0.0801472,68,0.0849571,128,0.160429
19,16,1,0.0260479,57,0.0801472,69,0.086184,120,0.150614
20,16,2,0.0273503,55,0.0776933,67,0.0837301,117,0.146933
21,16,3,0.0286527,57,0.0801472,66,0.0825031,112,0.140798
22,16,4,0.0299551,59,0.0826012,66,0.0825031,108,0.13589
23,16,5,0.0312575,56,0.0789202,70,0.087411,99,0.124847
24,16,6,0.0325599,52,0.0740123,72,0.089865,90,0.113804
25,16,7,0.0338623,39,0.0580614,57,0.0714601,80,0.101534
26,17,0,0.0351647,30,0.0470184,44,0.0555092,46,0.059816
27,17,1,0.0364671,19,0.0335215,24,0.0309693,26,0.0352761
28,17,2,0.0377695,-3,0.00652761,10,0.0137914,4,0.00828221
29,17,3,0.0390719,-15,-0.00819632,5,0.00765644,-13,-0.0125767
30,17,4,0.0403743,-16,-0.00942331,-5,-0.0046135,-20,-0.0211656
31,17,5,0.0416766,-21,-0.0155583,-5,-0.0046135,-25,-0.0273006
32,17,6,0.042979,-25,-0.0204663,-3,-0.00215951,-21,-0.0223926
33,18,0,0.0442814,-12,-0.00451534,0,0.00152147,-1,0.00214724
34,18,1,0.0455838,-3,0.00652761,-4,-0.0033865,0,0.00337423
35,18,2,0.0468862,-8,0.000392638,-3,-0.00215951,-5,-0.00276074
36,18,3,0.0481886,-7,0.00161963,-4,-0.0033865,1,0.00460123
37,18,4,0.049491,-3,0.00652761,-6,-0.00584049,-4,-0.00153374
38,18,5,0.0507934,-5,0.00407362,-5,-0.0046135,-3,-0.000306748
39,18,6,0.0520958,-11,-0.00328834,-7,-0.00706748,2,0.00582822
40,18,7,0.0533982,-15,-0.00819632,-8,-0.00829448,0,0.00337423
41,19,0,0.0547006,-15,-0.00819632,-8,-0.00829448,-9,-0.00766871
42,19,1,0.056003,-14,-0.00696933,-6,-0.00584049,-7,-0.00521472
43,19,2,0.0573054,-20,-0.0143313,-4,-0.0033865,-4,-0.00153374
44,19,3,0.0586078,-19,-0.0131043,-6,-0.00584049,4,0.00828221
45,19,4,0.0599102,-20,-0.0143313,2,0.00397546,-6,-0.00398773
46,19,5,0.0612126,-19,-0.0131043,0,0.00152147,-1,0.00214724
47,19,6,0.062515,-13,-0.00574233,-7,-0.00706748,1,0.00460123
48,20,0,0.0638174,-13,-0.00574233,-3,-0.00215951,-5,-0.00276074
49,20,1,0.0651198,-18,-0.0118773,-6,-0.00584049,1,0.00460123
50,20,2,0.0664222,-21,-0.0155583,-1,0.000294479,-6,-0.00398773
51,20,3,0.0677246,-17,-0.0106503,-6,-0.00584049,-2,0.000920245
52,20,4,0.0690269,-18,-0.0118773,-10,-0.0107485,-5,-0.00276074
53,20,5,0.0703293,-16,-0.00942331,-9,-0.00952147,-9,-0.00766871
54,20,6,0.0716317,-13,-0.00574233,1,0.00274847,-6,-0.00398773
55,20,7,0.0729341,-15,-0.00819632,-1,0.000294479,-2,0.000920245
56,21,0,0.0742365,-12,-0.00451534,-3,-0.00215951,-3,-0.000306748
57,21,1,0.0755389,-13,-0.00574233,-9,-0.00952147,8,0.0131902
58,21,2,0.0768413,-15,-0.00819632,-16,-0.0181104,0,0.00337423
59,21,3,0.0781437,-14,-0.00696933,-19,-0.0217914,1,0.00460123
60,21,4,0.0794461,-7,0.00161963,-9,-0.00952147,1,0.00460123
61,21,5,0.0807485,1,0.0114356,-4,-0.0033865,5,0.0095092
62,21,6,0.0820509,-9,-0.000834356,-5,-0.0046135,2,0.00582822
63,21,7,0.0833533,-9,-0.000834356,-9,-0.00952147,-4,-0.00153374
64,22,0,0.0846557,-9,-0.000834356,-3,-0.00215951,-2,0.000920245
65,22,1,0.0859581,-7,0.00161963,-1,0.000294479,-5,-0.00276074
66,22,2,0.0872605,-3,0.00652761,-1,0.000294479,-7,-0.00521472
67,22,3,0.0885629,-8,0.000392638,-6,-0.00584049,-5,-0.00276074
68,22,4,0.0898653,-6,0.00284663,-9,-0.00952147,-5,-0.00276074
69,22,5,0.0911677,-2,0.0077546,-5,-0.0046135,4,0.00828221
70,22,6,0.0924701,2,0.0126626,0,0.00152147,4,0.00828221
71,23,0,0.0937725,0,0.0102086,0,0.00152147,6,0.0107362
72,23,1,0.0950749,2,0.0126626,-4,-0.0033865,7,0.0119632
73,23,2,0.0963772,4,0.0151166,0,0.00152147,-1,0.00214724
74,23,3,0.0976796,1,0.0114356,1,0.00274847,4,0.00828221
75,23,4,0.098982,2,0.0126626,-2,-0.000932515,2,0.00582822
76,23,5,0.100284,-1,0.00898159,-3,-0.00215951,-1,0.00214724
77,23,6,0.101587,-3,0.00652761,-4,-0.0033865,0,0.00337423
78,23,7,0.102889,1,0.0114356,-4,-0.0033865,-4,-0.00153374
79,24,0,0.104192,0,0.0102086,0,0.00152147,0,0.00337423
80,24,1,0.105494,-1,0.00898159,4,0.00642945,1,0.00460123
81,24,2,0.106796,7,0.0187975,-3,-0.00215951,3,0.00705521
82,24,3,0.108099,4,0.0151166,-4,-0.0033865,7,0.0119632
83,24,4,0.109401,1,0.0114356,-6,-0.00584049,2,0.00582822
84,24,5,0.110704,2,0.0126626,-11,-0.0119755,5,0.0095092
85,24,6,0.112006,3,0.0138896,-9,-0.00952147,4,0.00828221
86,24,7,0.113308,2,0.0126626,-12,-0.0132025,3,0.00705521
87,25,0,0.114611,3,0.0138896,-14,-0.0156564,1,0.00460123
88,25,1,0.115913,-2,0.0077546,-13,-0.0144294,-5,-0.00276074
89,25,2,0.117216,1,0.0114356,-7,-0.00706748,3,0.00705521
90,25,3,0.118518,-6,0.00284663,-8,-0.00829448,-2,0.000920245
91,25,4,0.11982,-17,-0.0106503,-14,-0.0156564,-5,-0.00276074
92,25,5,0.121123,-14,-0.00696933,-12,-0.0132025,-8,-0.00644172
93,25,6,0.122425,-9,-0.000834356,-15,-0.0168834,-14,-0.0138037
94,26,0,0.123728,-9,-0.000834356,-14,-0.0156564,-9,-0.00766871
95,26,1,0.12503,-11,-0.00328834,-15,-0.0168834,-5,-0.00276074
96,26,2,0.126332,-13,-0.00574233,-22,-0.0254724,3,0.00705521
97,26,3,0.127635,-15,-0.00819632,-18,-0.0205644,7,0.0119632
98,26,4,0.128937,-14,-0.00696933,-9,-0.00952147,3,0.00705521
99,26,5,0.13024,-14,-0.00696933,-15,-0.0168834,-7,-0.00521472
100,26,6,0.131542,-20,-0.0143313,-18,-0.0205644,-7,-0.00521472
101,26,7,0.132844,-19,-0.0131043,-18,-0.0205644,-5,-0.00276074
102,27,0,0.134147,-18,-0.0118773,-17,-0.0193374,2,0.00582822
103,27,1,0.135449,-14,-0.00696933,-19,-0.0217914,5,0.0095092
104,27,2,0.136751,-14,-0.00696933,-21,-0.0242454,3,0.00705521
105,27,3,0.138054,-12,-0.00451534,-22,-0.0254724,-7,-0.00521472
106,27,4,0.139356,-12,-0.00451534,-17,-0.0193374,-5,-0.00276074
107,27,5,0.140659,-20,-0.0143313,-19,-0.0217914,1,0.00460123
108,27,6,0.141961,-24,-0.0192393,-20,-0.0230184,-2,0.000920245
109,27,7,0.143263,-24,-0.0192393,-23,-0.0266994,-4,-0.00153374
110,28,0,0.144566,-18,-0.0118773,-17,-0.0193374,2,0.00582822
111,28,1,0.145868,-14,-0.00696933,-19,-0.0217914,5,0.0095092
112,28,2,0.147171,-14,-0.00696933,-21,-0.0242454,3,0.00705521
113,28,3,0.148473,-12,-0.00451534,-22,-0.0254724,-7,-0.00521472
114,28,4,0.149775,-12,-0.00451534,-17,-0.0193374,-5,-0.00276074
115,28,5,0.151078,-20,-0.0143313,-19,-0.0217914,1,0.00460123
116,28,6,0.15238,-24,-0.0192393,-20,-0.0230184,-2,0.000920245
117,28,7,0.153683,-24,-0.0192393,-23,-0.0266994,-4,-0.00153374
118,29,0,0.154985,0,0.0102086,-30,-0.0352883,0,0.00337423
119,29,1,0.156287,1,0.0114356,-27,-0.0316074,-1,0.00214724
120,29,2,0.15759,6,0.0175706,-26,-0.0303804,-1,0.00214724
121,29,3,0.158892,4,0.0151166,-35,-0.0414233,4,0.00828221
122,29,4,0.160195,-2,0.0077546,-39,-0.0463313,-3,-0.000306748
123,29,5,0.161497,-2,0.0077546,-39,-0.0463313,-3,-0.000306748
124,29,6,0.162799,3,0.0138896,-39,-0.0463313,1,0.00460123
125,30,0,0.164102,1,0.0114356,-36,-0.0426503,1,0.00460123
126,30,1,0.165404,0,0.0102086,-36,-0.0426503,5,0.0095092
127,30,2,0.166707,4,0.0151166,-36,-0.0426503,-3,-0.000306748
128,30,3,0.168009,3,0.0138896,-32,-0.0377423,-2,0.000920245
129,30,4,0.169311,-2,0.0077546,-28,-0.0328344,3,0.00705521
130,30,5,0.170614,0,0.0102086,-27,-0.0316074,5,0.0095092
131,30,6,0.171916,1,0.0114356,-31,-0.0365153,2,0.00582822
132,30,7,0.173219,-1,0.00898159,-34,-0.0401963,1,0.00460123
133,31,0,0.174521,2,0.0126626,-39,-0.0463313,-1,0.00214724
134,31,1,0.175823,7,0.0187975,-35,-0.0414233,4,0.00828221
135,31,2,0.177126,2,0.0126626,-29,-0.0340613,-1,0.00214724
136,31,3,0.178428,0,0.0102086,-28,-0.0328344,2,0.00582822
137,31,4,0.179731,-1,0.00898159,-38,-0.0451043,5,0.0095092
138,31,5,0.181033,-4,0.00530061,-41,-0.0487853,-2,0.000920245
139,31,6,0.182335,-4,0.00530061,-41,-0.0487853,-3,-0.000306748
140,31,7,0.183638,-8,0.000392638,-41,-0.0487853,-4,-0.00153374
141,32,0,0.18494,-11,-0.00328834,-36,-0.0426503,-5,-0.00276074
142,32,1,0.186243,-14,-0.00696933,-33,-0.0389693,-9,-0.00766871
143,32,2,0.187545,-10,-0.00206135,-30,-0.0352883,-6,-0.00398773
144,32,3,0.188847,-12,-0.00451534,-34,-0.0401963,2,0.00582822
145,32,4,0.19015,-12,-0.00451534,-25,-0.0291534,-1,0.00214724
146,32,5,0.191452,-10,-0.00206135,-23,-0.0266994,-5,-0.00276074
147,32,6,0.192754,-14,-0.00696933,-23,-0.0266994,-5,-0.00276074
148,33,0,0.194057,-7,0.00161963,-25,-0.0291534,-10,-0.00889571
149,33,1,0.195359,-5,0.00407362,-25,-0.0291534,-7,-0.00521472
150,33,2,0.196662,-7,0.00161963,-27,-0.0316074,-14,-0.0138037
151,33,3,0.197964,-5,0.00407362,-24,-0.0279264,0,0.00337423
152,33,4,0.199266,-3,0.00652761,-23,-0.0266994,4,0.00828221
153,33,5,0.200569,-1,0.00898159,-26,-0.0303804,-2,0.000920245
154,33,6,0.201871,-8,0.000392638,-34,-0.0401963,-5,-0.00276074
155,33,7,0.203174,-7,0.00161963,-28,-0.0328344,-9,-0.00766871
156,34,0,0.204476,-5,0.00407362,-33,-0.0389693,-2,0.000920245
157,34,1,0.205778,-8,0.000392638,-30,-0.0352883,5,0.0095092
158,34,2,0.207081,-9,-0.000834356,-26,-0.0303804,-1,0.00214724
159,34,3,0.208383,-10,-0.00206135,-27,-0.0316074,2,0.00582822
160,34,4,0.209686,-11,-0.00328834,-27,-0.0316074,5,0.0095092
161,34,5,0.210988,-10,-0.00206135,-31,-0.0365153,1,0.00460123
162,34,6,0.21229,-17,-0.0106503,-31,-0.0365153,-1,0.00214724
163,34,7,0.213593,-13,-0.00574233,-24,-0.0279264,-1,0.00214724
164,35,0,0.214895,-5,0.00407362,-33,-0.0389693,-2,0.000920245
165,35,1,0.216198,-8,0.000392638,-30,-0.0352883,5,0.0095092
166,35,2,0.2175,-9,-0.000834356,-26,-0.0303804,-1,0.00214724
