index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.0012993,-66,-0.070773,-4,-0.0033865,142,0.177607
1,10,1,0.00259861,-60,-0.063411,2,0.00397546,150,0.187423
2,10,2,0.00389791,-61,-0.064638,-5,-0.0046135,151,0.18865
3,10,3,0.00519722,-58,-0.0609571,0,0.00152147,152,0.189877
4,10,4,0.00649652,-54,-0.0560491,8,0.0113374,151,0.18865
5,10,5,0.00779582,-44,-0.0437791,2,0.00397546,154,0.192331
6,10,6,0.00909513,-41,-0.0400982,5,0.00765644,163,0.203374
7,10,7,0.0103944,-35,-0.0327362,7,0.0101104,168,0.209509
8,11,0,0.0116937,-66,-0.070773,-4,-0.0033865,142,0.177607
9,11,1,0.012993,-60,-0.063411,2,0.00397546,150,0.187423
10,11,2,0.0142923,-61,-0.064638,-5,-0.0046135,151,0.18865
11,11,3,0.0155916,-58,-0.0609571,0,0.00152147,152,0.189877
12,11,4,0.016891,-54,-0.0560491,8,0.0113374,151,0.18865
13,11,5,0.0181903,-44,-0.0437791,2,0.00397546,154,0.192331
14,11,6,0.0194896,-41,-0.0400982,5,0.00765644,163,0.203374
15,11,7,0.0207889,-35,-0.0327362,7,0.0101104,168,0.209509
16,12,0,0.0220882,-33,-0.0302822,9,0.0125644,180,0.224233
17,12,1,0.0233875,-24,-0.0192393,17,0.0223804,181,0.22546
18,12,2,0.0246868,-14,-0.00696933,21,0.0272883,183,0.227914
19,12,3,0.0259861,-12,-0.00451534,23,0.0297423,184,0.229141
20,12,4,0.0272854,-5,0.00407362,30,0.0383313,186,0.231595
21,12,5,0.0285847,0,0.0102086,37,0.0469202,195,0.242638
22,12,6,0.029884,5,0.0163436,39,0.0493742,198,0.246319
23,12,7,0.0311833,14,0.0273865,48,0.0604172,204,0.253681
24,13,0,0.0324826,20,0.0347485,59,0.0739141,215,0.267178
25,13,1,0.0337819,26,0.0421104,69,0.086184,219,0.272086
26,13,2,0.0350812,29,0.0457914,79,0.098454,217,0.269632
27,13,3,0.0363805,25,0.0408834,91,0.113178,217,0.269632
28,13,4,0.0376798,30,0.0470184,91,0.113178,216,0.268405
29,13,5,0.0389791,34,0.0519264,100,0.124221,215,0.267178
30,13,6,0.0402784,39,0.0580614,94,0.116859,218,0.270859
31,14,0,0.0415777,38,0.0568344,93,0.115632,220,0.273313
32,14,1,0.042877,43,0.0629693,101,0.125448,210,0.261043
33,14,2,0.0441763,45,0.0654233,109,0.135264,207,0.257362
34,14,3,0.0454756,49,0.0703313,119,0.147534,202,0.251227
35,14,4,0.0467749,55,0.0776933,116,0.143853,194,0.241411
36,14,5,0.0480742,51,0.0727853,119,0.147534,195,0.242638
37,14,6,0.0493735,59,0.0826012,122,0.151215,192,0.238957
38,14,7,0.0506729,57,0.0801472,126,0.156123,186,0.231595
39,15,0,0.0519722,57,0.0801472,125,0.154896,181,0.22546
40,15,1,0.0532715,53,0.0752393,127,0.15735,174,0.216871
41,15,2,0.0545708,59,0.0826012,127,0.15735,163,0.203374
42,15,3,0.0558701,62,0.0862822,138,0.170847,156,0.194785
43,15,4,0.0571694,61,0.0850552,151,0.186798,155,0.193558
44,15,5,0.0584687,64,0.0887362,152,0.188025,151,0.18865
45,15,6,0.059768,64,0.0887362,152,0.188025,137,0.171472
46,15,7,0.0610673,58,0.0813742,144,0.178209,135,0.169018
47,16,0,0.0623666,57,0.0801472,148,0.183117,122,0.153067
48,16,1,0.0636659,63,0.0875092,147,0.18189,120,0.150614
49,16,2,0.0649652,61,0.0850552,150,0.185571,116,0.145706
50,16,3,0.0662645,62,0.0862822,158,0.195386,104,0.130982
51,16,4,0.0675638,59,0.0826012,162,0.200294,103,0.129755
52,16,5,0.0688631,63,0.0875092,163,0.201521,96,0.121166
53,16,6,0.0701624,64,0.0887362,158,0.195386,87,0.110123
54,16,7,0.0714617,43,0.0629693,155,0.191706,73,0.0929448
55,17,0,0.072761,28,0.0445644,149,0.184344,45,0.058589
56,17,1,0.0740603,13,0.0261595,137,0.16962,22,0.0303681
57,17,2,0.0753596,0,0.0102086,121,0.149988,-4,-0.00153374
58,17,3,0.0766589,-13,-0.00574233,107,0.13281,-14,-0.0138037
59,17,4,0.0779582,-24,-0.0192393,102,0.126675,-18,-0.0187117
60,17,5,0.0792575,-19,-0.0131043,100,0.124221,-18,-0.0187117
61,17,6,0.0805568,-14,-0.00696933,95,0.118086,-21,-0.0223926
62,18,0,0.0818561,-13,-0.00574233,101,0.125448,-24,-0.0260736
63,18,1,0.0831555,-7,0.00161963,96,0.119313,-20,-0.0211656
64,18,2,0.0844548,-9,-0.000834356,102,0.126675,-5,-0.00276074
65,18,3,0.0857541,-7,0.00161963,98,0.121767,1,0.00460123
66,18,4,0.0870534,-8,0.000392638,98,0.121767,-5,-0.00276074
67,18,5,0.0883527,-8,0.000392638,94,0.116859,-11,-0.0101227
68,18,6,0.089652,-3,0.00652761,97,0.12054,-9,-0.00766871
69,18,7,0.0909513,-6,0.00284663,92,0.114405,-5,-0.00276074
70,19,0,0.0922506,-4,0.00530061,97,0.12054,-1,0.00214724
71,19,1,0.0935499,-10,-0.00206135,94,0.116859,-2,0.000920245
72,19,2,0.0948492,-17,-0.0106503,96,0.119313,-2,0.000920245
73,19,3,0.0961485,-11,-0.00328834,86,0.107043,-6,-0.00398773
74,19,4,0.0974478,-8,0.000392638,75,0.093546,-1,0.00214724
75,19,5,0.0987471,-5,0.00407362,78,0.097227,-11,-0.0101227
