index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.001285,-111,-0.125988,-53,-0.0635092,97,0.122393
1,10,1,0.00256999,-112,-0.127215,-50,-0.0598282,100,0.126074
2,10,2,0.00385499,-116,-0.132123,-44,-0.0524663,99,0.124847
3,10,3,0.00513999,-117,-0.13335,-48,-0.0573742,99,0.124847
4,10,4,0.00642498,-111,-0.125988,-51,-0.0610552,101,0.127301
5,10,5,0.00770998,-112,-0.127215,-44,-0.0524663,103,0.129755
6,10,6,0.00899497,-118,-0.134577,-45,-0.0536932,102,0.128528
7,10,7,0.01028,-114,-0.129669,-51,-0.0610552,91,0.115031
8,10,8,0.011565,-108,-0.122307,-42,-0.0500123,90,0.113804
9,10,9,0.01285,-114,-0.129669,-40,-0.0475583,94,0.118712
10,10,10,0.014135,-111,-0.125988,-49,-0.0586012,86,0.108896
11,10,11,0.01542,-109,-0.123534,-51,-0.0610552,86,0.108896
12,10,12,0.016705,-106,-0.119853,-44,-0.0524663,98,0.12362
13,10,13,0.0179899,-114,-0.129669,-48,-0.0573742,93,0.117485
14,10,14,0.0192749,-110,-0.124761,-46,-0.0549202,85,0.107669
15,10,15,0.0205599,-99,-0.111264,-49,-0.0586012,104,0.130982
16,11,0,0.0218449,-111,-0.125988,-53,-0.0635092,97,0.122393
17,11,1,0.0231299,-112,-0.127215,-50,-0.0598282,100,0.126074
18,11,2,0.0244149,-116,-0.132123,-44,-0.0524663,99,0.124847
19,11,3,0.0256999,-117,-0.13335,-48,-0.0573742,99,0.124847
20,11,4,0.0269849,-111,-0.125988,-51,-0.0610552,101,0.127301
21,11,5,0.0282699,-112,-0.127215,-44,-0.0524663,103,0.129755
22,11,6,0.0295549,-118,-0.134577,-45,-0.0536932,102,0.128528
23,11,7,0.0308399,-114,-0.129669,-51,-0.0610552,91,0.115031
24,11,8,0.0321249,-108,-0.122307,-42,-0.0500123,90,0.113804
25,11,9,0.0334099,-114,-0.129669,-40,-0.0475583,94,0.118712
26,11,10,0.0346949,-111,-0.125988,-49,-0.0586012,86,0.108896
27,11,11,0.0359799,-109,-0.123534,-51,-0.0610552,86,0.108896
28,11,12,0.0372649,-106,-0.119853,-44,-0.0524663,98,0.12362
29,11,13,0.0385499,-114,-0.129669,-48,-0.0573742,93,0.117485
30,11,14,0.0398349,-110,-0.124761,-46,-0.0549202,85,0.107669
31,11,15,0.0411199,-99,-0.111264,-49,-0.0586012,104,0.130982
32,12,0,0.0424049,3,0.0138896,-27,-0.0316074,208,0.258589
33,12,1,0.0436899,2,0.0126626,-26,-0.0303804,207,0.257362
34,13,0,0.0449749,16,0.0298405,-29,-0.0340613,217,0.269632
35,13,1,0.0462599,23,0.0384294,-38,-0.0451043,216,0.268405
36,13,2,0.0475449,30,0.0470184,-40,-0.0475583,213,0.264724
37,13,3,0.0488299,31,0.0482454,-40,-0.0475583,214,0.265951
38,13,4,0.0501149,38,0.0568344,-45,-0.0536932,213,0.264724
39,13,5,0.0513999,35,0.0531534,-42,-0.0500123,212,0.263497
40,13,6,0.0526849,43,0.0629693,-40,-0.0475583,209,0.259816
41,14,0,0.0539698,49,0.0703313,-37,-0.0438773,209,0.259816
42,14,1,0.0552548,49,0.0703313,-43,-0.0512393,208,0.258589
43,14,2,0.0565398,47,0.0678773,-52,-0.0622822,205,0.254908
44,14,3,0.0578248,42,0.0617423,-56,-0.0671902,202,0.251227
45,14,4,0.0591098,53,0.0752393,-56,-0.0671902,193,0.240184
46,14,5,0.0603948,63,0.0875092,-54,-0.0647362,186,0.231595
47,14,6,0.0616798,54,0.0764663,-58,-0.0696442,181,0.22546
48,14,7,0.0629648,63,0.0875092,-67,-0.0806871,176,0.219325
49,15,0,0.0642498,66,0.0911902,-61,-0.0733251,174,0.216871
50,15,1,0.0655348,61,0.0850552,-67,-0.0806871,163,0.203374
51,15,2,0.0668198,64,0.0887362,-73,-0.0880491,162,0.202147
52,15,3,0.0681048,62,0.0862822,-77,-0.0929571,159,0.198466
53,15,4,0.0693898,59,0.0826012,-87,-0.105227,154,0.192331
54,15,5,0.0706748,62,0.0862822,-88,-0.106454,145,0.181288
55,15,6,0.0719598,68,0.0936442,-81,-0.097865,137,0.171472
56,15,7,0.0732448,68,0.0936442,-82,-0.099092,135,0.169018
57,16,0,0.0745298,66,0.0911902,-91,-0.110135,128,0.160429
58,16,1,0.0758148,66,0.0911902,-99,-0.119951,133,0.166564
59,16,2,0.0770998,57,0.0801472,-101,-0.122405,121,0.15184
60,16,3,0.0783848,60,0.0838282,-101,-0.122405,115,0.144479
61,16,4,0.0796698,57,0.0801472,-106,-0.12854,109,0.137117
62,16,5,0.0809548,53,0.0752393,-105,-0.127313,93,0.117485
63,16,6,0.0822398,43,0.0629693,-111,-0.134675,90,0.113804
64,16,7,0.0835248,35,0.0531534,-125,-0.151853,81,0.102761
65,17,0,0.0848098,17,0.0310675,-139,-0.169031,57,0.0733129
66,17,1,0.0860948,-1,0.00898159,-160,-0.194798,25,0.0340491
67,17,2,0.0873798,-15,-0.00819632,-181,-0.220564,1,0.00460123
