index, frame, sample, time, raw[0], cal[0]
0,16,0,0.0012948,2137,-0.0257353
1,16,1,0.0025896,2137,-0.0257353
2,16,2,0.00388439,2137,-0.0257353
3,16,3,0.00517919,2138,-0.0344888
4,16,4,0.00647399,2137,-0.0257353
5,16,5,0.00776879,2137,-0.0257353
6,16,6,0.00906358,2137,-0.0257353
7,16,7,0.0103584,2138,-0.0344888
8,16,8,0.0116532,2137,-0.0257353
9,16,9,0.012948,2138,-0.0344888
10,16,10,0.0142428,2137,-0.0257353
11,16,11,0.0155376,2138,-0.0344888
12,17,0,0.0168324,2137,-0.0257353
13,17,1,0.0181272,2137,-0.0257353
14,17,2,0.019422,2137,-0.0257353
15,17,3,0.0207168,2138,-0.0344888
16,17,4,0.0220116,2137,-0.0257353
17,17,5,0.0233064,2137,-0.0257353
18,17,6,0.0246012,2137,-0.0257353
19,17,7,0.025896,2138,-0.0344888
20,17,8,0.0271908,2137,-0.0257353
21,17,9,0.0284855,2138,-0.0344888
22,17,10,0.0297803,2137,-0.0257353
23,17,11,0.0310751,2138,-0.0344888
24,18,0,0.0323699,2137,-0.0257353
25,18,1,0.0336647,2138,-0.0344888
26,18,2,0.0349595,2138,-0.0344888
27,18,3,0.0362543,2138,-0.0344888
28,19,0,0.0375491,2138,-0.0344888
29,19,1,0.0388439,2139,-0.0432423
30,19,2,0.0401387,2138,-0.0344888
31,19,3,0.0414335,2138,-0.0344888
32,19,4,0.0427283,2138,-0.0344888
33,19,5,0.0440231,2138,-0.0344888
34,19,6,0.0453179,2138,-0.0344888
35,19,7,0.0466127,2139,-0.0432423
36,20,0,0.0479075,2138,-0.0344888
37,20,1,0.0492023,2139,-0.0432423
38,20,2,0.0504971,2138,-0.0344888
39,20,3,0.0517919,2138,-0.0344888
40,20,4,0.0530867,2138,-0.0344888
41,20,5,0.0543815,2138,-0.0344888
42,20,6,0.0556763,2138,-0.0344888
43,20,7,0.0569711,2139,-0.0432423
44,23,0,0.0582659,2138,-0.0344888
45,23,1,0.0595607,2138,-0.0344888
46,23,2,0.0608555,2138,-0.0344888
47,23,3,0.0621503,2138,-0.0344888
48,23,4,0.0634451,2138,-0.0344888
49,23,5,0.0647399,2139,-0.0432423
50,23,6,0.0660347,2139,-0.0432423
51,23,7,0.0673295,2139,-0.0432423
52,23,8,0.0686243,2139,-0.0432423
53,23,9,0.0699191,2139,-0.0432423
54,25,0,0.0712139,2137,-0.0257353
55,25,1,0.0725087,2138,-0.0344888
56,25,2,0.0738035,2137,-0.0257353
57,25,3,0.0750983,2138,-0.0344888
58,25,4,0.0763931,2137,-0.0257353
59,25,5,0.0776879,2138,-0.0344888
60,27,0,0.0789827,2137,-0.0257353
