index, frame, sample, time, raw[0], cal[0]
0,10,0,0.00124806,2124,0.0880602
1,10,1,0.00249612,2125,0.0793067
2,10,2,0.00374419,2124,0.0880602
3,10,3,0.00499225,2124,0.0880602
4,10,4,0.00624031,2124,0.0880602
5,10,5,0.00748837,2125,0.0793067
6,10,6,0.00873643,2124,0.0880602
7,10,7,0.0099845,2125,0.0793067
8,10,8,0.0112326,2124,0.0880602
9,10,9,0.0124806,2124,0.0880602
10,10,10,0.0137287,2124,0.0880602
11,10,11,0.0149767,2124,0.0880602
12,11,0,0.0162248,2124,0.0880602
13,11,1,0.0174729,2125,0.0793067
14,11,2,0.0187209,2124,0.0880602
15,11,3,0.019969,2124,0.0880602
16,11,4,0.0212171,2124,0.0880602
17,11,5,0.0224651,2125,0.0793067
18,11,6,0.0237132,2124,0.0880602
19,11,7,0.0249612,2125,0.0793067
20,11,8,0.0262093,2124,0.0880602
21,11,9,0.0274574,2124,0.0880602
22,11,10,0.0287054,2124,0.0880602
23,11,11,0.0299535,2124,0.0880602
24,12,0,0.0312016,2123,0.0968137
25,12,1,0.0324496,2124,0.0880602
26,13,0,0.0336977,2123,0.0968137
27,13,1,0.0349457,2123,0.0968137
28,13,2,0.0361938,2123,0.0968137
29,13,3,0.0374419,2123,0.0968137
30,13,4,0.0386899,2123,0.0968137
31,13,5,0.039938,2124,0.0880602
32,13,6,0.041186,2123,0.0968137
33,13,7,0.0424341,2123,0.0968137
34,14,0,0.0436822,2123,0.0968137
35,14,1,0.0449302,2124,0.0880602
36,14,2,0.0461783,2123,0.0968137
37,14,3,0.0474264,2124,0.0880602
38,14,4,0.0486744,2123,0.0968137
39,14,5,0.0499225,2123,0.0968137
40,14,6,0.0511705,2123,0.0968137
41,14,7,0.0524186,2123,0.0968137
42,15,0,0.0536667,2122,0.105567
43,15,1,0.0549147,2123,0.0968137
44,15,2,0.0561628,2123,0.0968137
45,15,3,0.0574109,2123,0.0968137
46,15,4,0.0586589,2123,0.0968137
47,15,5,0.059907,2124,0.0880602
48,15,6,0.061155,2123,0.0968137
49,15,7,0.0624031,2124,0.0880602
50,16,0,0.0636512,2124,0.0880602
51,16,1,0.0648992,2123,0.0968137
52,16,2,0.0661473,2123,0.0968137
53,16,3,0.0673953,2123,0.0968137
54,16,4,0.0686434,2123,0.0968137
55,16,5,0.0698915,2124,0.0880602
56,16,6,0.0711395,2122,0.105567
57,16,7,0.0723876,2123,0.0968137
58,17,0,0.0736357,2123,0.0968137
59,17,1,0.0748837,2123,0.0968137
60,17,2,0.0761318,2122,0.105567
61,17,3,0.0773798,2124,0.0880602
62,17,4,0.0786279,2123,0.0968137
63,17,5,0.079876,2123,0.0968137
64,17,6,0.081124,2123,0.0968137
65,17,7,0.0823721,2123,0.0968137
66,18,0,0.0836202,2123,0.0968137
67,18,1,0.0848682,2123,0.0968137
68,18,2,0.0861163,2123,0.0968137
69,18,3,0.0873643,2124,0.0880602
70,18,4,0.0886124,2123,0.0968137
