index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.00125342,4,0.0619738,-176,-0.0793561,8172,9.85212
1,10,1,0.00250684,28,0.0903154,-168,-0.0697677,8140,9.81313
2,10,2,0.00376026,-4,0.0525265,-192,-0.098533,8120,9.78876
3,10,3,0.00501368,-24,0.0289085,-152,-0.0505909,8148,9.82288
4,10,4,0.0062671,-64,-0.0183276,-160,-0.0601793,8140,9.81313
5,10,5,0.00752053,24,0.0855918,-188,-0.0937388,8172,9.85212
6,11,0,0.00877395,-16,0.0383557,-192,-0.098533,8164,9.84238
7,11,1,0.0100274,-16,0.0383557,-192,-0.098533,8124,9.79364
8,11,2,0.0112808,-32,0.0194613,-200,-0.108121,8156,9.83263
9,11,3,0.0125342,-48,0.000566833,-184,-0.0889446,8184,9.86675
10,11,4,0.0137876,-16,0.0383557,-204,-0.112916,8168,9.84725
11,11,5,0.0150411,-80,-0.037222,-188,-0.0937388,8152,9.82775
12,11,6,0.0162945,-56,-0.00888039,-180,-0.0841503,8140,9.81313
13,11,7,0.0175479,-80,-0.037222,-168,-0.0697677,8128,9.79851
14,12,0,0.0188013,-24,0.0289085,-176,-0.0793561,8128,9.79851
15,12,1,0.0200547,-28,0.0241849,-212,-0.122504,8192,9.87649
16,12,2,0.0213082,-32,0.0194613,-196,-0.103327,8128,9.79851
17,12,3,0.0225616,-48,0.000566833,-196,-0.103327,8136,9.80826
18,12,4,0.023815,-56,-0.00888039,-208,-0.11771,8104,9.76927
19,12,5,0.0250684,-80,-0.037222,-184,-0.0889446,8104,9.76927
20,12,6,0.0263218,4,0.0619738,-188,-0.0937388,8148,9.82288
21,12,7,0.0275753,-20,0.0336321,-208,-0.11771,8104,9.76927
22,13,0,0.0288287,-32,0.0194613,-216,-0.127298,8104,9.76927
23,13,1,0.0300821,-32,0.0194613,-220,-0.132092,8104,9.76927
24,13,2,0.0313355,-32,0.0194613,-208,-0.11771,8136,9.80826
25,13,3,0.0325889,-4,0.0525265,-232,-0.146475,8168,9.84725
26,13,4,0.0338424,-32,0.0194613,-224,-0.136887,8136,9.80826
27,13,5,0.0350958,-88,-0.0466693,-188,-0.0937388,8148,9.82288
28,13,6,0.0363492,-4,0.0525265,-216,-0.127298,8120,9.78876
29,13,7,0.0376026,-40,0.0100141,-216,-0.127298,8152,9.82775
30,14,0,0.038856,-32,0.0194613,-216,-0.127298,8104,9.76927
31,14,1,0.0401095,-32,0.0194613,-220,-0.132092,8104,9.76927
32,14,2,0.0413629,-32,0.0194613,-208,-0.11771,8136,9.80826
33,14,3,0.0426163,-4,0.0525265,-232,-0.146475,8168,9.84725
34,14,4,0.0438697,-32,0.0194613,-224,-0.136887,8136,9.80826
35,14,5,0.0451232,-88,-0.0466693,-188,-0.0937388,8148,9.82288
36,14,6,0.0463766,-4,0.0525265,-216,-0.127298,8120,9.78876
37,14,7,0.04763,-40,0.0100141,-216,-0.127298,8152,9.82775
38,15,0,0.0488834,-32,0.0194613,-200,-0.108121,8172,9.85212
39,15,1,0.0501368,-40,0.0100141,-224,-0.136887,8140,9.81313
40,15,2,0.0513903,-32,0.0194613,-224,-0.136887,8148,9.82288
41,15,3,0.0526437,-24,0.0289085,-204,-0.112916,8196,9.88137
42,15,4,0.0538971,-40,0.0100141,-240,-0.156063,8172,9.85212
43,15,5,0.0551505,-88,-0.0466693,-216,-0.127298,8152,9.82775
44,15,6,0.0564039,-40,0.0100141,-184,-0.0889446,8188,9.87162
45,15,7,0.0576574,-32,0.0194613,-232,-0.146475,8120,9.78876
46,16,0,0.0589108,-64,-0.0183276,-200,-0.108121,8196,9.88137
47,16,1,0.0601642,-56,-0.00888039,-180,-0.0841503,8160,9.8375
48,16,2,0.0614176,-12,0.0430793,-216,-0.127298,8156,9.83263
49,16,3,0.062671,-72,-0.0277748,-144,-0.0410025,8096,9.75952
50,16,4,0.0639245,-32,0.0194613,-188,-0.0937388,8132,9.80338
51,16,5,0.0651779,-32,0.0194613,-188,-0.0937388,8144,9.81801
52,16,6,0.0664313,-16,0.0383557,-168,-0.0697677,8164,9.84238
53,16,7,0.0676847,-36,0.0147377,-168,-0.0697677,8128,9.79851
54,17,0,0.0689381,24,0.0855918,-188,-0.0937388,8172,9.85212
55,17,1,0.0701916,-32,0.0194613,-176,-0.0793561,8140,9.81313
56,17,2,0.071445,-24,0.0289085,-204,-0.112916,8156,9.83263
57,17,3,0.0726984,-4,0.0525265,-184,-0.0889446,8188,9.87162
58,17,4,0.0739518,-24,0.0289085,-128,-0.0218256,8144,9.81801
59,17,5,0.0752053,-40,0.0100141,-144,-0.0410025,8148,9.82288
60,17,6,0.0764587,-40,0.0100141,-144,-0.0410025,8172,9.85212
61,17,7,0.0777121,-64,-0.0183276,-160,-0.0601793,8164,9.84238
62,18,0,0.0789655,-40,0.0100141,-172,-0.0745619,8152,9.82775
63,18,1,0.0802189,-72,-0.0277748,-188,-0.0937388,8144,9.81801
64,18,2,0.0814724,-24,0.0289085,-168,-0.0697677,8164,9.84238
65,18,3,0.0827258,-32,0.0194613,-152,-0.0505909,8128,9.79851
66,18,4,0.0839792,-32,0.0194613,-164,-0.0649735,8120,9.78876
67,18,5,0.0852326,-64,-0.0183276,-160,-0.0601793,8112,9.77902
68,18,6,0.086486,-80,-0.037222,-176,-0.0793561,8112,9.77902
69,18,7,0.0877395,-8,0.0478029,-196,-0.103327,8136,9.80826
70,19,0,0.0889929,8,0.0666974,-184,-0.0889446,8196,9.88137
71,19,1,0.0902463,-40,0.0100141,-176,-0.0793561,8148,9.82288
72,19,2,0.0914997,-48,0.000566833,-192,-0.098533,8132,9.80338
73,19,3,0.0927531,-40,0.0100141,-192,-0.098533,8144,9.81801
74,19,4,0.0940066,-48,0.000566833,-196,-0.103327,8128,9.79851
75,19,5,0.09526,-32,0.0194613,-196,-0.103327,8156,9.83263
