index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.00125172,-48,0.000566833,-188,-0.0937388,8120,9.78876
1,10,1,0.00250344,-4,0.0525265,-224,-0.136887,8144,9.81801
2,10,2,0.00375516,-28,0.0241849,-212,-0.122504,8136,9.80826
3,10,3,0.00500688,-64,-0.0183276,-212,-0.122504,8160,9.8375
4,10,4,0.0062586,-40,0.0100141,-184,-0.0889446,8120,9.78876
5,10,5,0.00751032,-64,-0.0183276,-188,-0.0937388,8144,9.81801
6,10,6,0.00876204,-16,0.0383557,-208,-0.11771,8156,9.83263
7,10,7,0.0100138,-20,0.0336321,-228,-0.141681,8128,9.79851
8,11,0,0.0112655,-64,-0.0183276,-164,-0.0649735,8156,9.83263
9,11,1,0.0125172,-56,-0.00888039,-224,-0.136887,8136,9.80826
10,11,2,0.0137689,-12,0.0430793,-176,-0.0793561,8152,9.82775
11,11,3,0.0150206,-52,-0.00415678,-216,-0.127298,8164,9.84238
12,11,4,0.0162724,-48,0.000566833,-208,-0.11771,8128,9.79851
13,11,5,0.0175241,-28,0.0241849,-216,-0.127298,8144,9.81801
14,11,6,0.0187758,-40,0.0100141,-220,-0.132092,8164,9.84238
15,11,7,0.0200275,-64,-0.0183276,-196,-0.103327,8164,9.84238
16,12,0,0.0212792,-16,0.0383557,-188,-0.0937388,8140,9.81313
17,12,1,0.0225309,-4,0.0525265,-184,-0.0889446,8148,9.82288
18,12,2,0.0237827,-48,0.000566833,-200,-0.108121,8120,9.78876
19,12,3,0.0250344,-48,0.000566833,-184,-0.0889446,8152,9.82775
20,12,4,0.0262861,-56,-0.00888039,-192,-0.098533,8156,9.83263
21,12,5,0.0275378,-48,0.000566833,-188,-0.0937388,8164,9.84238
22,12,6,0.0287895,0,0.0572501,-172,-0.0745619,8104,9.76927
23,12,7,0.0300413,-32,0.0194613,-196,-0.103327,8148,9.82288
24,13,0,0.031293,-28,0.0241849,-196,-0.103327,8192,9.87649
25,13,1,0.0325447,-16,0.0383557,-192,-0.098533,8120,9.78876
26,13,2,0.0337964,-4,0.0525265,-188,-0.0937388,8152,9.82775
27,13,3,0.0350481,-72,-0.0277748,-184,-0.0889446,8128,9.79851
28,13,4,0.0362999,-56,-0.00888039,-184,-0.0889446,8128,9.79851
29,13,5,0.0375516,-40,0.0100141,-204,-0.112916,8192,9.87649
30,13,6,0.0388033,-28,0.0241849,-152,-0.0505909,8136,9.80826
31,13,7,0.040055,-16,0.0383557,-168,-0.0697677,8156,9.83263
32,14,0,0.0413067,-12,0.0430793,-168,-0.0697677,8152,9.82775
33,14,1,0.0425585,-16,0.0383557,-228,-0.141681,8176,9.857
