index, frame, sample, time, raw[0], cal[0]
0,10,0,0.00124835,2138,-0.0344888
1,10,1,0.0024967,2139,-0.0432423
2,10,2,0.00374505,2139,-0.0432423
3,10,3,0.00499339,2138,-0.0344888
4,10,4,0.00624174,2138,-0.0344888
5,10,5,0.00749009,2138,-0.0344888
6,10,6,0.00873844,2138,-0.0344888
7,10,7,0.00998679,2138,-0.0344888
8,10,8,0.0112351,2138,-0.0344888
9,10,9,0.0124835,2138,-0.0344888
10,10,10,0.0137318,2138,-0.0344888
11,10,11,0.0149802,2138,-0.0344888
12,11,0,0.0162285,2138,-0.0344888
13,11,1,0.0174769,2139,-0.0432423
14,11,2,0.0187252,2139,-0.0432423
15,11,3,0.0199736,2138,-0.0344888
16,11,4,0.0212219,2138,-0.0344888
17,11,5,0.0224703,2138,-0.0344888
18,11,6,0.0237186,2138,-0.0344888
19,11,7,0.024967,2138,-0.0344888
20,11,8,0.0262153,2138,-0.0344888
21,11,9,0.0274637,2138,-0.0344888
22,11,10,0.028712,2138,-0.0344888
23,11,11,0.0299604,2138,-0.0344888
24,12,0,0.0312087,2138,-0.0344888
25,12,1,0.0324571,2138,-0.0344888
26,13,0,0.0337054,2138,-0.0344888
27,13,1,0.0349538,2138,-0.0344888
28,13,2,0.0362021,2137,-0.0257353
29,13,3,0.0374505,2138,-0.0344888
30,13,4,0.0386988,2138,-0.0344888
31,13,5,0.0399472,2138,-0.0344888
32,13,6,0.0411955,2138,-0.0344888
33,13,7,0.0424439,2138,-0.0344888
34,14,0,0.0436922,2138,-0.0344888
35,14,1,0.0449406,2138,-0.0344888
36,14,2,0.0461889,2138,-0.0344888
37,14,3,0.0474373,2138,-0.0344888
38,14,4,0.0486856,2137,-0.0257353
39,14,5,0.0499339,2138,-0.0344888
40,14,6,0.0511823,2138,-0.0344888
41,14,7,0.0524306,2138,-0.0344888
42,15,0,0.053679,2138,-0.0344888
43,15,1,0.0549273,2138,-0.0344888
44,15,2,0.0561757,2137,-0.0257353
45,15,3,0.057424,2138,-0.0344888
46,15,4,0.0586724,2137,-0.0257353
47,15,5,0.0599207,2137,-0.0257353
48,15,6,0.0611691,2138,-0.0344888
49,15,7,0.0624174,2138,-0.0344888
50,16,0,0.0636658,2137,-0.0257353
51,16,1,0.0649141,2138,-0.0344888
52,16,2,0.0661625,2137,-0.0257353
53,16,3,0.0674108,2137,-0.0257353
54,16,4,0.0686592,2138,-0.0344888
55,16,5,0.0699075,2138,-0.0344888
56,16,6,0.0711559,2137,-0.0257353
57,16,7,0.0724042,2137,-0.0257353
58,17,0,0.0736526,2137,-0.0257353
59,17,1,0.0749009,2138,-0.0344888
60,17,2,0.0761493,2137,-0.0257353
61,17,3,0.0773976,2138,-0.0344888
62,17,4,0.078646,2137,-0.0257353
63,17,5,0.0798943,2138,-0.0344888
64,17,6,0.0811427,2137,-0.0257353
65,17,7,0.082391,2138,-0.0344888
66,18,0,0.0836394,2137,-0.0257353
67,18,1,0.0848877,2137,-0.0257353
68,18,2,0.0861361,2137,-0.0257353
69,18,3,0.0873844,2137,-0.0257353
70,18,4,0.0886328,2136,-0.0169818
71,18,5,0.0898811,2137,-0.0257353
72,18,6,0.0911295,2137,-0.0257353
73,18,7,0.0923778,2137,-0.0257353
74,19,0,0.0936262,2137,-0.0257353
75,19,1,0.0948745,2137,-0.0257353
76,19,2,0.0961229,2137,-0.0257353
77,19,3,0.0973712,2137,-0.0257353
78,19,4,0.0986196,2136,-0.0169818
79,19,5,0.0998679,2137,-0.0257353
80,19,6,0.101116,2137,-0.0257353
81,19,7,0.102365,2137,-0.0257353
82,20,0,0.103613,2136,-0.0169818
83,20,1,0.104861,2136,-0.0169818
84,20,2,0.10611,2136,-0.0169818
85,20,3,0.107358,2136,-0.0169818
86,20,4,0.108606,2136,-0.0169818
87,20,5,0.109855,2136,-0.0169818
88,20,6,0.111103,2136,-0.0169818
89,20,7,0.112351,2136,-0.0169818
90,21,0,0.1136,2135,-0.00822831
91,21,1,0.114848,2136,-0.0169818
92,21,2,0.116096,2135,-0.00822831
93,21,3,0.117345,2135,-0.00822831
94,21,4,0.118593,2135,-0.00822831
95,21,5,0.119841,2135,-0.00822831
96,21,6,0.12109,2134,0.000525189
97,21,7,0.122338,2134,0.000525189
98,22,0,0.123587,2134,0.000525189
99,22,1,0.124835,2135,-0.00822831
100,22,2,0.126083,2134,0.000525189
101,22,3,0.127332,2134,0.000525189
102,22,4,0.12858,2133,0.00927869
103,22,5,0.129828,2134,0.000525189
104,22,6,0.131077,2133,0.00927869
